1,12907
2,13378
3,22602
4,11133
5,11295
6,12412
7,16459
8,18535
9,11853
10,15716
11,13822
12,12181
13,18888
14,14718
15,10157
16,17056
17,10219
18,11242
19,12923
20,11640
