1,7167
2,9677
3,8329
4,9336
5,8615
6,7081
7,10968
8,7699
9,7886
10,10329
11,6830
12,6795
13,8783
14,6777
15,6937
16,8462
17,6722
18,7309
19,8371
20,7529
